Element, r.pixels[0].x, r.pixels[0].y, r.pixels[0].z, r.pixels[0].w, r.pixels[1].x, r.pixels[1].y, r.pixels[1].z, r.pixels[1].w, r.pixels[2].x, r.pixels[2].y, r.pixels[2].z, r.pixels[2].w, r.pixels[3].x, r.pixels[3].y, r.pixels[3].z, r.pixels[3].w, r.pixels[4].x, r.pixels[4].y, r.pixels[4].z, r.pixels[4].w, r.pixels[5].x, r.pixels[5].y, r.pixels[5].z, r.pixels[5].w, r.pixels[6].x, r.pixels[6].y, r.pixels[6].z, r.pixels[6].w, r.pixels[7].x, r.pixels[7].y, r.pixels[7].z, r.pixels[7].w, r.pixels[8].x, r.pixels[8].y, r.pixels[8].z, r.pixels[8].w, r.pixels[9].x, r.pixels[9].y, r.pixels[9].z, r.pixels[9].w, r.pixels[10].x, r.pixels[10].y, r.pixels[10].z, r.pixels[10].w, r.pixels[11].x, r.pixels[11].y, r.pixels[11].z, r.pixels[11].w, r.pixels[12].x, r.pixels[12].y, r.pixels[12].z, r.pixels[12].w, r.pixels[13].x, r.pixels[13].y, r.pixels[13].z, r.pixels[13].w, r.pixels[14].x, r.pixels[14].y, r.pixels[14].z, r.pixels[14].w, r.pixels[15].x, r.pixels[15].y, r.pixels[15].z, r.pixels[15].w, r.pixels[16].x, r.pixels[16].y, r.pixels[16].z, r.pixels[16].w, r.pixels[17].x, r.pixels[17].y, r.pixels[17].z, r.pixels[17].w, r.pixels[18].x, r.pixels[18].y, r.pixels[18].z, r.pixels[18].w, r.pixels[19].x, r.pixels[19].y, r.pixels[19].z, r.pixels[19].w, r.pixels[20].x, r.pixels[20].y, r.pixels[20].z, r.pixels[20].w, r.pixels[21].x, r.pixels[21].y, r.pixels[21].z, r.pixels[21].w, r.pixels[22].x, r.pixels[22].y, r.pixels[22].z, r.pixels[22].w, r.pixels[23].x, r.pixels[23].y, r.pixels[23].z, r.pixels[23].w, r.pixels[24].x, r.pixels[24].y, r.pixels[24].z, r.pixels[24].w, r.pixels[25].x, r.pixels[25].y, r.pixels[25].z, r.pixels[25].w, r.pixels[26].x, r.pixels[26].y, r.pixels[26].z, r.pixels[26].w, r.pixels[27].x, r.pixels[27].y, r.pixels[27].z, r.pixels[27].w, r.pixels[28].x, r.pixels[28].y, r.pixels[28].z, r.pixels[28].w, r.pixels[29].x, r.pixels[29].y, r.pixels[29].z, r.pixels[29].w, r.pixels[30].x, r.pixels[30].y, r.pixels[30].z, r.pixels[30].w, r.pixels[31].x, r.pixels[31].y, r.pixels[31].z, r.pixels[31].w
60,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.826,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82698,  0.98436,  0.81036,  0.00,  0.82796,  0.98436,  0.81036,  0.00,  0.82893,  0.98436,  0.81134,  0.00,  0.82991,  0.98436,  0.81134,  0.00,  0.83187,  0.98436,  0.81134,  0.00,  0.83382,  0.98436,  0.81134,  0.00,  0.83675,  0.98338,  0.81134,  0.00,  0.84066,  0.98338,  0.81134,  0.00,  0.84555,  0.98338,  0.81134,  0.00,  0.85142,  0.98338,  0.81134,  0.00,  0.85826,  0.9824,  0.81232,  0.00,  0.86706,  0.9824,  0.81232,  0.00,  0.87781,  0.98143,  0.81232,  0.00,  0.88856,  0.98045,  0.81329,  0.00,  0.90127,  0.97947,  0.81427,  0.00,  0.913,  0.97947,  0.81623,  0.00,  0.92473,  0.97849,  0.81818,  0.00,  0.93548,  0.97752,  0.82014,  0.00,  0.94428,  0.97654,  0.82405,  0.00,  0.9521,  0.97556,  0.82796,  0.00,  0.95894,  0.97458,  0.83284,  0.00,  0.96383,  0.97361,  0.83773,  0.00,  0.96774,  0.97263,  0.84164,  0.00,  0.97067,  0.97165,  0.84457,  0.00,  0.97361,  0.97165,  0.84555,  0.00,  0.97556,  0.97067,  0.84457,  0.00
61,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86315,  0.98143,  0.84946,  0.00,  0.86413,  0.98143,  0.84946,  0.00,  0.86413,  0.98143,  0.84946,  0.00,  0.8651,  0.98143,  0.84946,  0.00,  0.86608,  0.98143,  0.84946,  0.00,  0.86706,  0.98143,  0.84946,  0.00,  0.86901,  0.98045,  0.84946,  0.00,  0.87097,  0.98045,  0.84946,  0.00,  0.8739,  0.98045,  0.84946,  0.00,  0.87683,  0.98045,  0.84946,  0.00,  0.88172,  0.98045,  0.84946,  0.00,  0.88759,  0.97947,  0.85044,  0.00,  0.89345,  0.97947,  0.85044,  0.00,  0.90127,  0.97849,  0.85044,  0.00,  0.91007,  0.97849,  0.85142,  0.00,  0.91887,  0.97752,  0.85239,  0.00,  0.92766,  0.97752,  0.85337,  0.00,  0.93646,  0.97654,  0.85435,  0.00,  0.94428,  0.97556,  0.85631,  0.00,  0.95112,  0.97458,  0.85924,  0.00,  0.95699,  0.97458,  0.86217,  0.00,  0.96188,  0.97361,  0.86608,  0.00,  0.96579,  0.97263,  0.86999,  0.00,  0.96872,  0.97165,  0.87292,  0.00,  0.97067,  0.97165,  0.87586,  0.00,  0.97263,  0.97067,  0.87586,  0.00
62,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.89052,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.8915,  0.97849,  0.87879,  0.00,  0.89247,  0.97849,  0.87879,  0.00,  0.89345,  0.97849,  0.87879,  0.00,  0.89443,  0.97849,  0.87879,  0.00,  0.89638,  0.97849,  0.87879,  0.00,  0.89834,  0.97849,  0.87879,  0.00,  0.90127,  0.97752,  0.87879,  0.00,  0.9042,  0.97752,  0.87977,  0.00,  0.90811,  0.97752,  0.87977,  0.00,  0.913,  0.97752,  0.87977,  0.00,  0.91887,  0.97654,  0.87977,  0.00,  0.92571,  0.97654,  0.88074,  0.00,  0.93157,  0.97556,  0.88074,  0.00,  0.93842,  0.97556,  0.88172,  0.00,  0.94526,  0.97458,  0.8827,  0.00,  0.95112,  0.97458,  0.88465,  0.00,  0.95601,  0.97361,  0.88661,  0.00,  0.95992,  0.97361,  0.88856,  0.00,  0.96383,  0.97263,  0.8915,  0.00,  0.96676,  0.97165,  0.89443,  0.00,  0.96872,  0.97165,  0.89736,  0.00,  0.97067,  0.97067,  0.89932,  0.00
63,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91105,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.91202,  0.97654,  0.90127,  0.00,  0.913,  0.97654,  0.90127,  0.00,  0.91398,  0.97654,  0.90127,  0.00,  0.91496,  0.97654,  0.90127,  0.00,  0.91691,  0.97556,  0.90127,  0.00,  0.91887,  0.97556,  0.90225,  0.00,  0.92082,  0.97556,  0.90225,  0.00,  0.92375,  0.97556,  0.90225,  0.00,  0.92766,  0.97556,  0.90225,  0.00,  0.93157,  0.97458,  0.90225,  0.00,  0.93646,  0.97458,  0.90323,  0.00,  0.94135,  0.97458,  0.90323,  0.00,  0.94624,  0.97361,  0.9042,  0.00,  0.95112,  0.97361,  0.90518,  0.00,  0.95503,  0.97263,  0.90616,  0.00,  0.95894,  0.97263,  0.90714,  0.00,  0.96285,  0.97263,  0.90909,  0.00,  0.96481,  0.97165,  0.91105,  0.00,  0.96676,  0.97165,  0.913,  0.00,  0.96872,  0.97067,  0.91593,  0.00
64,  0.00,  0.00,  0.00391,  0.00,  0.00,  0.00,  0.00391,  0.00,  0.00196,  0.00,  0.00391,  0.00,  0.00684,  0.00,  0.00391,  0.00,  0.01466,  0.00,  0.00489,  0.00,  0.03715,  0.00,  0.00489,  0.00,  0.0694,  0.00,  0.00489,  0.00,  0.09873,  0.00,  0.00587,  0.00,  0.13099,  0.00,  0.00587,  0.00,  0.16911,  0.00,  0.00684,  0.00,  0.21603,  0.00,  0.00782,  0.00,  0.2737,  0.00,  0.00978,  0.00,  0.34115,  0.00,  0.01075,  0.00,  0.42033,  0.00,  0.01271,  0.00,  0.51124,  0.00,  0.01369,  0.00,  0.6129,  0.00,  0.01369,  0.00,  0.72141,  0.00,  0.01662,  0.00,  0.826,  0.00,  0.02933,  0.00,  0.913,  0.00,  0.04985,  0.00,  0.98436,  0.00,  0.07429,  0.00,  1.00,  0.00,  0.09873,  0.00,  1.00,  0.00,  0.11632,  0.00,  1.00,  0.00,  0.12023,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
65,  0.00,  0.00098,  0.00391,  0.00,  0.00,  0.00098,  0.00391,  0.00,  0.00196,  0.00098,  0.00391,  0.00,  0.00684,  0.00,  0.00489,  0.00,  0.01662,  0.00,  0.00489,  0.00,  0.04106,  0.00,  0.00489,  0.00,  0.07234,  0.00,  0.00587,  0.00,  0.09971,  0.00,  0.00587,  0.00,  0.13196,  0.00,  0.00684,  0.00,  0.17009,  0.00,  0.00782,  0.00,  0.21701,  0.00,  0.0088,  0.00,  0.27468,  0.00,  0.00978,  0.00,  0.34213,  0.00,  0.01173,  0.00,  0.42033,  0.00,  0.01271,  0.00,  0.51124,  0.00,  0.01369,  0.00,  0.61388,  0.00,  0.01369,  0.00,  0.72239,  0.00,  0.0176,  0.00,  0.826,  0.00,  0.02933,  0.00,  0.913,  0.00,  0.05083,  0.00,  0.98436,  0.00,  0.07429,  0.00,  1.00,  0.00,  0.09873,  0.00,  1.00,  0.00,  0.1173,  0.00,  1.00,  0.00,  0.12023,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
66,  0.00,  0.00391,  0.00489,  0.00,  0.00,  0.00391,  0.00489,  0.00,  0.00196,  0.00391,  0.00489,  0.00,  0.00684,  0.00391,  0.00489,  0.00,  0.02053,  0.00293,  0.00489,  0.00,  0.04399,  0.00098,  0.00587,  0.00,  0.07234,  0.00,  0.00587,  0.00,  0.09971,  0.00,  0.00684,  0.00,  0.13196,  0.00,  0.00684,  0.00,  0.17107,  0.00,  0.00782,  0.00,  0.21799,  0.00,  0.0088,  0.00,  0.27664,  0.00,  0.01075,  0.00,  0.34311,  0.00,  0.01173,  0.00,  0.42131,  0.00,  0.01271,  0.00,  0.51222,  0.00,  0.01369,  0.00,  0.61388,  0.00,  0.01466,  0.00,  0.72239,  0.00,  0.0176,  0.00,  0.82698,  0.00,  0.0303,  0.00,  0.91398,  0.00,  0.05083,  0.00,  0.98436,  0.00,  0.07527,  0.00,  1.00,  0.00,  0.09873,  0.00,  1.00,  0.00,  0.1173,  0.00,  1.00,  0.00,  0.12023,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
67,  0.00,  0.01075,  0.00489,  0.00,  0.00,  0.01075,  0.00489,  0.00,  0.00,  0.00978,  0.00489,  0.00,  0.00587,  0.00978,  0.00489,  0.00,  0.01466,  0.00978,  0.00489,  0.00,  0.0391,  0.00782,  0.00587,  0.00,  0.0694,  0.00587,  0.00684,  0.00,  0.09873,  0.00196,  0.00684,  0.00,  0.13196,  0.00,  0.00782,  0.00,  0.17204,  0.00,  0.0088,  0.00,  0.21896,  0.00,  0.00978,  0.00,  0.27761,  0.00,  0.01075,  0.00,  0.34409,  0.00,  0.01271,  0.00,  0.42229,  0.00,  0.01369,  0.00,  0.5132,  0.00,  0.01466,  0.00,  0.61486,  0.00,  0.01466,  0.00,  0.72336,  0.00,  0.01857,  0.00,  0.82698,  0.00,  0.03128,  0.00,  0.91398,  0.00,  0.05181,  0.00,  0.98436,  0.00,  0.07625,  0.00,  1.00,  0.00,  0.09971,  0.00,  1.00,  0.00,  0.1173,  0.00,  1.00,  0.00,  0.12023,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
68,  0.00,  0.02346,  0.00587,  0.00,  0.00,  0.02346,  0.00587,  0.00,  0.00,  0.02248,  0.00587,  0.00,  0.00293,  0.02248,  0.00587,  0.00,  0.01271,  0.02151,  0.00587,  0.00,  0.03128,  0.02151,  0.00587,  0.00,  0.06158,  0.01857,  0.00684,  0.00,  0.0958,  0.01564,  0.00782,  0.00,  0.13196,  0.00978,  0.00782,  0.00,  0.17302,  0.00196,  0.0088,  0.00,  0.22092,  0.00,  0.00978,  0.00,  0.27957,  0.00,  0.01173,  0.00,  0.34506,  0.00,  0.01271,  0.00,  0.42326,  0.00,  0.01369,  0.00,  0.51417,  0.00,  0.01466,  0.00,  0.61584,  0.00,  0.01466,  0.00,  0.72434,  0.00,  0.01955,  0.00,  0.82796,  0.00,  0.03226,  0.00,  0.91398,  0.00,  0.05376,  0.00,  0.98534,  0.00,  0.07722,  0.00,  1.00,  0.00,  0.10068,  0.00,  1.00,  0.00,  0.1173,  0.00,  1.00,  0.00,  0.12023,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
69,  0.00,  0.04594,  0.00587,  0.00,  0.00,  0.04497,  0.00587,  0.00,  0.00,  0.04497,  0.00587,  0.00,  0.00,  0.04497,  0.00587,  0.00,  0.0088,  0.04399,  0.00587,  0.00,  0.02737,  0.04301,  0.00684,  0.00,  0.0567,  0.04106,  0.00684,  0.00,  0.09189,  0.03812,  0.00782,  0.00,  0.13099,  0.03226,  0.0088,  0.00,  0.174,  0.02346,  0.00978,  0.00,  0.22287,  0.01075,  0.01075,  0.00,  0.28152,  0.00,  0.01173,  0.00,  0.348,  0.00,  0.01271,  0.00,  0.42522,  0.00,  0.01369,  0.00,  0.51613,  0.00,  0.01466,  0.00,  0.61779,  0.00,  0.01564,  0.00,  0.72532,  0.00,  0.02053,  0.00,  0.82796,  0.00,  0.03324,  0.00,  0.91496,  0.00,  0.05474,  0.00,  0.98534,  0.00,  0.0782,  0.00,  1.00,  0.00,  0.10166,  0.00,  1.00,  0.00,  0.11828,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
70,  0.00,  0.07429,  0.00587,  0.00,  0.00,  0.07331,  0.00587,  0.00,  0.00,  0.07331,  0.00587,  0.00,  0.00,  0.07331,  0.00587,  0.00,  0.00,  0.07234,  0.00684,  0.00,  0.02053,  0.07136,  0.00684,  0.00,  0.05279,  0.07038,  0.00684,  0.00,  0.08895,  0.06843,  0.00782,  0.00,  0.13001,  0.06354,  0.0088,  0.00,  0.17595,  0.0567,  0.00978,  0.00,  0.22678,  0.04497,  0.01075,  0.00,  0.28543,  0.02444,  0.01173,  0.00,  0.35093,  0.00,  0.01271,  0.00,  0.42815,  0.00,  0.01369,  0.00,  0.51808,  0.00,  0.01466,  0.00,  0.61975,  0.00,  0.01466,  0.00,  0.7263,  0.00,  0.02151,  0.00,  0.82893,  0.00,  0.03519,  0.00,  0.91496,  0.00,  0.05572,  0.00,  0.98534,  0.00,  0.08016,  0.00,  1.00,  0.00,  0.10264,  0.00,  1.00,  0.00,  0.11926,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
71,  0.00,  0.10753,  0.00489,  0.00,  0.00,  0.10753,  0.00489,  0.00,  0.00,  0.10753,  0.00489,  0.00,  0.00,  0.10655,  0.00587,  0.00,  0.00,  0.10655,  0.00587,  0.00,  0.00587,  0.10557,  0.00587,  0.00,  0.04399,  0.10459,  0.00684,  0.00,  0.08504,  0.10264,  0.00684,  0.00,  0.12805,  0.09971,  0.00782,  0.00,  0.17693,  0.09384,  0.0088,  0.00,  0.23069,  0.08602,  0.00978,  0.00,  0.29032,  0.07136,  0.01075,  0.00,  0.35582,  0.04399,  0.01173,  0.00,  0.43304,  0.00,  0.01271,  0.00,  0.52199,  0.00,  0.01369,  0.00,  0.6217,  0.00,  0.01466,  0.00,  0.72825,  0.00,  0.02151,  0.00,  0.82991,  0.00,  0.03617,  0.00,  0.91496,  0.00,  0.05767,  0.00,  0.98631,  0.00,  0.08113,  0.00,  1.00,  0.00,  0.10362,  0.00,  1.00,  0.00,  0.11926,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
72,  0.00,  0.14761,  0.00293,  0.00,  0.00,  0.14761,  0.00293,  0.00,  0.00,  0.14663,  0.00293,  0.00,  0.00,  0.14663,  0.00293,  0.00,  0.00,  0.14663,  0.00391,  0.00,  0.00,  0.14565,  0.00391,  0.00,  0.02248,  0.14467,  0.00489,  0.00,  0.07625,  0.14272,  0.00489,  0.00,  0.12512,  0.13978,  0.00587,  0.00,  0.17791,  0.13587,  0.00684,  0.00,  0.23558,  0.12903,  0.00782,  0.00,  0.29619,  0.1173,  0.0088,  0.00,  0.36266,  0.09873,  0.00978,  0.00,  0.43891,  0.06647,  0.01075,  0.00,  0.52688,  0.00,  0.01075,  0.00,  0.62561,  0.00,  0.01369,  0.00,  0.73021,  0.00,  0.02151,  0.00,  0.83089,  0.00,  0.03715,  0.00,  0.91593,  0.00,  0.05865,  0.00,  0.98631,  0.00,  0.08309,  0.00,  1.00,  0.00,  0.10655,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10459,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
73,  0.00,  0.19453,  0.00,  0.00,  0.00,  0.19355,  0.00,  0.00,  0.00,  0.19355,  0.00,  0.00,  0.00,  0.19355,  0.00,  0.00,  0.00,  0.19257,  0.00,  0.00,  0.00,  0.19257,  0.00,  0.00,  0.00,  0.19062,  0.00,  0.00,  0.0567,  0.18964,  0.00,  0.00,  0.1173,  0.18671,  0.00098,  0.00,  0.17498,  0.1828,  0.00196,  0.00,  0.23558,  0.17595,  0.00293,  0.00,  0.30108,  0.1652,  0.00391,  0.00,  0.37146,  0.15152,  0.00489,  0.00,  0.4477,  0.13001,  0.00587,  0.00,  0.53372,  0.0958,  0.00684,  0.00,  0.63148,  0.02933,  0.01075,  0.00,  0.73412,  0.00,  0.02053,  0.00,  0.83187,  0.00,  0.03617,  0.00,  0.91593,  0.00,  0.05865,  0.00,  0.98534,  0.00,  0.08309,  0.00,  1.00,  0.00,  0.1085,  0.00,  1.00,  0.00,  0.12219,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10459,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
74,  0.00,  0.24633,  0.00,  0.00,  0.00,  0.24633,  0.00,  0.00,  0.00,  0.24633,  0.00,  0.00,  0.00,  0.24633,  0.00,  0.00,  0.00,  0.24536,  0.00,  0.00,  0.00,  0.24438,  0.00,  0.00,  0.00,  0.2434,  0.00,  0.00,  0.01075,  0.24145,  0.00,  0.00,  0.09971,  0.23851,  0.00,  0.00,  0.16618,  0.2346,  0.00,  0.00,  0.23265,  0.22874,  0.00,  0.00,  0.30401,  0.21994,  0.00,  0.00,  0.37928,  0.20821,  0.00,  0.00,  0.45846,  0.19257,  0.00,  0.00,  0.54448,  0.17302,  0.00,  0.00,  0.6393,  0.14565,  0.00587,  0.00,  0.73803,  0.10166,  0.01662,  0.00,  0.83284,  0.00,  0.03324,  0.00,  0.91496,  0.00,  0.05767,  0.00,  0.98436,  0.00,  0.08309,  0.00,  1.00,  0.00,  0.1085,  0.00,  1.00,  0.00,  0.12414,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10459,  0.00,  1.00,  0.00,  0.13881,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
75,  0.00,  0.30499,  0.00,  0.00,  0.00,  0.30401,  0.00,  0.00,  0.00,  0.30401,  0.00,  0.00,  0.00,  0.30401,  0.00,  0.00,  0.00,  0.30303,  0.00,  0.00,  0.00,  0.30303,  0.00,  0.00,  0.00,  0.30108,  0.00,  0.00,  0.00,  0.3001,  0.00,  0.00,  0.06354,  0.29814,  0.00,  0.00,  0.15054,  0.29521,  0.00,  0.00,  0.22483,  0.29032,  0.00,  0.00,  0.30205,  0.28348,  0.00,  0.00,  0.38319,  0.27468,  0.00,  0.00,  0.46823,  0.26393,  0.00,  0.00,  0.55523,  0.25122,  0.00,  0.00,  0.64809,  0.2346,  0.00,  0.00,  0.74389,  0.21212,  0.0088,  0.00,  0.8348,  0.17986,  0.02639,  0.00,  0.913,  0.13196,  0.05279,  0.00,  0.98143,  0.00,  0.08016,  0.00,  1.00,  0.00,  0.10557,  0.00,  1.00,  0.00,  0.1261,  0.00,  1.00,  0.00,  0.12219,  0.00,  1.00,  0.00,  0.10362,  0.00,  1.00,  0.00,  0.13978,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
76,  0.00,  0.37341,  0.00,  0.00,  0.00,  0.37341,  0.00,  0.00,  0.00,  0.37341,  0.00,  0.00,  0.00,  0.37341,  0.00,  0.00,  0.00,  0.37243,  0.00,  0.00,  0.00,  0.37243,  0.00,  0.00,  0.00,  0.37146,  0.00,  0.00,  0.00,  0.37048,  0.00,  0.00,  0.00,  0.3695,  0.00,  0.00,  0.1173,  0.36755,  0.00,  0.00,  0.20821,  0.36559,  0.00,  0.00,  0.29228,  0.36168,  0.00,  0.00,  0.37928,  0.35582,  0.00,  0.00,  0.47214,  0.348,  0.00,  0.00,  0.56598,  0.33822,  0.00,  0.00,  0.65885,  0.32551,  0.00,  0.00,  0.74976,  0.31085,  0.00,  0.00,  0.8348,  0.29228,  0.01369,  0.00,  0.91007,  0.26686,  0.04203,  0.00,  0.97654,  0.22287,  0.07234,  0.00,  1.00,  0.11535,  0.09971,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.12121,  0.00,  1.00,  0.00,  0.10362,  0.00,  1.00,  0.00,  0.13978,  0.00,  1.00,  0.24242,  0.1955,  0.00,  1.00,  0.38514,  0.26002,  0.00,  1.00,  0.50831,  0.33627,  0.00,  1.00,  0.61584,  0.42326,  0.00,  1.00,  0.70088,  0.51711,  0.00,  1.00,  0.7654,  0.60997,  0.00,  1.00,  0.81427,  0.68915,  0.00
